"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_coicop_722","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance_autre_carbu","distance_diesel","distance_essence"
"7446",7445,3,10,35,120,38,31,0,5985,0,600,0,0,1,6,4,6,2.7,2001.12281324966,5279,NA,59034,1,2,0,0,4,2,0,0,1,0,0,0,0,0,0,2,21864.4444444444,7,4,"7","7_1",0,12000,0
"7495",7494,3,17,37,400,46,20,0,6051,0,580,0,0,2,7,1,3,1.8,2652.75567489527,2340,NA,41744,1,2,0,0,4,2,0,1,1,0,0,0,0,0,0,2,23191.1111111111,7,4,"7","7_1",0,15000,0
"7506",7505,19,25,65,111,78,71,0,6065,0,NA,0,675,0,5,0,2,1.5,4127.10987273363,1040,NA,34715,5,3,9,7,3,2,0,0,0,0,0,1,0,0,0,2,23143.3333333333,7,4,"7","7_0",0,26343,0
"7510",7509,2,2,76,221,74,50,0,6071,0,0,NA,0,0,4,0,2,1.5,1629.26521975022,0,NA,34710,5,1,1,2,3,2,0,0,0,1,0,0,0,0,2,0,23140,7,4,"7","7_0",NA,NA,NA
"7519",7518,5,11,38,112,21,70,0,6080,0,60,0,0,2,2,3,5,2.4,1579.08702398028,2860,NA,56711,1,2,9,1,4,2,1,1,0,1,0,0,0,0,0,2,23629.5833333333,7,4,"7","7_0",0,6000,0
"7524",7523,2,6,42,221,46,50,0,6089,0,350,0,0,2,5,2,4,2.1,4532.23910331707,0,NA,47799,1,2,1,2,4,2,0,1,0,1,0,0,0,0,0,2,22761.4285714286,7,4,"7","7_0",0,10000,0
"7541",7540,NA,NA,87,111,74,30,NA,6112,NA,NA,NA,0,0,3,0,1,1,4209.76021996442,0,NA,24041,5,1,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,24041,7,4,"7","7_0",0,0,12000
"7550",7549,4,4,64,111,75,33,0,6126,0,NA,0,0,0,3,0,1,1,4303.42132335547,1040,NA,22199,5,1,6,5,1,1,0,0,0,0,1,0,0,0,0,1,22199,7,4,"7","7_0",0,12000,0
"7552",7551,15,15,80,221,78,50,0,6128,0,NA,0,0,0,4,0,1,1,1696.93733963278,1849,NA,23581,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,23581,7,4,"7","7_0",0,30000,0
"7556",7555,3,10,43,112,65,50,0,6132,0,370,0,0,2,4,1,3,1.8,1600.87062204606,0,NA,41198,1,2,10,0,4,1,0,1,1,0,0,0,0,0,0,1,22887.7777777778,7,4,"7","7_1",0,6000,0
"7571",7570,2,2,89,111,75,50,0,6153,0,0,NA,0,0,3,0,1,1,2378.28564033205,0,NA,22800,5,1,8,7,1,1,0,0,0,0,0,1,0,0,1,0,22800,7,4,"7","7_0",NA,NA,NA
"7575",7574,4,6,39,111,54,42,0,616,0,425,0,608,2,5,2,4,2.1,2883.85019723768,3814,NA,47460,1,3,8,7,4,2,0,1,0,0,0,1,0,0,0,2,22600,7,4,"7","7_0",0,18000,0
"7577",7576,1,8,52,112,63,50,2,6161,0,700,0,0,4,7,2,4,2.5,1220.28491587877,14495,6000,61260,1,2,9,0,4,4,0,1,1,0,0,0,0,0,1,3,24504,7,4,"7","7_1",0,7500,0
"7587",7586,12,16,41,111,21,71,0,6179,0,0,50,461,2,5,2,4,2.3,3642.00673497095,5039,NA,50471,1,3,10,8,4,2,0,1,0,0,0,0,1,0,1,1,21943.9130434783,7,4,"7","7_0",0,17102,0
"7593",7592,3,6,44,111,48,50,0,6186,0,1100,0,0,1,3,2,3,2,2130.71076586822,6974,NA,48624,1,3,8,7,2,2,0,1,0,0,0,1,0,0,0,2,24312,7,4,"7","7_0",0,24527,0
"7606",7605,5,10,30,111,43,33,0,6199,0,0,90,0,1,3,0,1,1,3948.93858322466,0,NA,23402,1,2,8,7,1,1,0,1,0,0,0,1,0,0,1,0,23402,7,4,"7","7_0",NA,NA,NA
"7615",7614,2,2,44,112,34,31,0,621,0,550,0,0,2,8,3,5,2.6,1807.69952838002,1612,NA,57554,1,2,8,0,4,2,0,1,1,0,0,0,0,0,0,2,22136.1538461538,7,4,"7","7_1",0,12891,0
"7618",7617,5,12,43,112,46,50,0,6212,0,240,0,0,3,5,2,4,2.3,1903.29624049654,2080,NA,52250,1,2,6,0,4,3,0,1,1,0,0,0,0,0,0,3,22717.3913043478,7,4,"7","7_1",0,10000,0
"7627",7626,7,11,44,112,47,31,0,6222,0,390,0,0,2,5,3,5,2.4,2793.60420020055,0,NA,52972,1,2,6,0,4,2,0,1,1,0,0,0,0,0,0,2,22071.6666666667,7,4,"7","7_1",0,8000,0
"7631",7630,3,8,47,111,47,50,0,623,0,99999,0,0,1,4,1,2,1.5,2625.72949975265,3017,NA,35374,1,4,9,7,2,1,0,1,0,0,0,1,0,0,0,1,23582.6666666667,7,4,"7","7_0",0,26000,0
"7636",7635,2,17,62,120,71,71,0,624,0,NA,0,0,0,4,0,2,1.5,2602.40650551768,0,NA,35360,5,2,0,1,3,3,0,0,0,1,0,0,0,0,0,3,23573.3333333333,7,4,"7","7_0",0,31025,0
"7639",7638,NA,NA,27,111,84,10,NA,6243,NA,NA,NA,290,0,2,0,1,1,7890.02391779728,0,NA,23490,3,3,8,7,1,0,NA,NA,0,0,0,1,0,0,0,0,23490,7,4,"7","7_0",NA,NA,NA
"7651",7650,4,4,67,111,77,60,0,6258,0,0,NA,0,0,3,0,1,1,2518.86272406989,1300,NA,23276,5,1,6,5,1,1,0,0,0,0,1,0,0,0,1,0,23276,7,4,"7","7_0",NA,NA,NA
"7669",7668,0,1,66,111,74,50,2,6288,0,NA,0,0,0,4,0,2,1.5,1757.51103327443,4498,20000,34514,5,1,10,8,3,1,0,0,0,0,0,0,1,0,0,1,23009.3333333333,7,4,"7","7_0",0,16672,0
"7673",7672,3,13,55,400,43,33,0,6292,0,750,0,0,3,6,2,4,2.5,1841.28721822353,3410,NA,54540,1,1,0,0,4,3,0,1,1,0,0,0,0,0,1,2,21816,7,4,"7","7_1",0,9000,0
"7687",7686,10,10,58,111,75,60,0,631,0,NA,0,0,0,4,0,2,1.5,1122.08860806869,4195,NA,36490,7,1,7,5,3,1,0,0,0,0,1,0,0,0,0,1,24326.6666666667,7,4,"7","7_0",0,9859,0
"7695",7694,5,13,55,212,46,50,0,632,0,0,150,0,1,3,0,2,1.5,1206.45409233987,0,NA,36230,1,3,1,0,3,2,0,1,1,0,0,0,0,0,1,1,24153.3333333333,7,4,"7","7_1",0,15000,0
"7706",7705,15,15,59,120,75,50,0,634,0,NA,0,0,0,5,0,2,1.5,2371.95590704319,2405,NA,36104,5,1,0,0,3,2,0,0,1,0,0,0,0,0,0,2,24069.3333333333,7,4,"7","7_1",0,3000,0
"7719",7718,11,11,61,111,64,70,0,6361,0,0,0,281,2,4,0,2,1.5,3709.76968925558,0,NA,34070,1,3,6,5,3,2,0,1,0,0,1,0,0,0,0,2,22713.3333333333,7,4,"7","7_0",0,35000,0
"7728",7727,4,4,33,111,43,33,0,6373,0,0,20,0,1,5,0,1,1,2811.11306788587,0,NA,21930,1,2,8,7,1,1,0,1,0,0,0,1,0,0,1,0,21930,7,4,"7","7_0",NA,NA,NA
"7751",7750,5,10,60,111,62,50,0,6405,0,350,0,0,3,5,1,4,2.5,1696.02772398036,4264,NA,59910,1,2,8,6,5,3,0,1,0,0,1,0,0,0,0,3,23964,7,4,"7","7_0",0,6859,0
"7763",7762,3,9,67,112,75,60,0,6422,0,0,NA,0,0,12,0,2,1.5,2283.96867294786,1811,NA,33817,5,1,7,4,3,1,0,0,0,0,1,0,0,0,1,0,22544.6666666667,7,4,"7","7_0",NA,NA,NA
"7769",7768,3,11,24,112,47,31,0,6431,0,500,0,630,2,2,0,2,1.5,3040.96041667753,2236,NA,33460,1,3,8,0,3,2,0,1,1,0,0,0,0,0,0,2,22306.6666666667,7,4,"7","7_1",0,20000,0
"7805",7804,5,10,45,222,13,44,0,6485,0,NA,0,0,2,6,0,2,1.5,2297.51738588532,0,NA,33352,1,1,1,0,3,1,0,0,1,0,0,0,0,0,0,1,22234.6666666667,7,4,"7","7_1",0,6000,0
"7813",7812,3,3,48,111,48,60,0,6497,0,70,0,0,4,5,5,7,3.4,1116.27354729313,0,NA,79655,1,2,8,7,4,1,0,1,0,0,0,1,0,0,0,1,23427.9411764706,7,4,"7","7_0",0,6000,0
"7821",7820,4,4,59,111,77,50,0,6504,0,NA,0,0,1,4,0,2,1.5,2235.75758625466,0,NA,35263,5,1,9,7,3,1,0,0,0,0,0,1,0,0,0,1,23508.6666666667,7,4,"7","7_0",0,40000,0
"7824",7823,2,19,51,111,48,43,0,6511,0,500,542,0,2,6,1,3,2,2506.00051533853,7800,NA,44684,4,1,7,5,4,3,0,1,0,0,1,0,0,0,2,1,22342,7,4,"7","7_0",0,17343,3000
"7828",7827,0,3,38,120,54,31,2,6517,0,180,0,0,1,4,0,1,1,2668.42372623487,780,6800,23294,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,23294,7,4,"7","7_1",0,18001,0
"7852",7851,2,2,45,120,47,50,0,6553,0,350,0,0,2,5,2,4,2.3,1104.17143144698,0,NA,52762,1,2,0,1,4,1,0,1,0,1,0,0,0,0,0,1,22940,7,4,"7","7_0",0,6650,0
"7869",7868,NA,NA,87,111,78,70,NA,6575,NA,NA,NA,0,0,4,0,1,1,2806.23297142167,0,NA,22503,5,1,9,7,1,0,NA,NA,0,0,0,1,0,0,0,0,22503,7,4,"7","7_0",0,0,6000
"7893",7892,15,15,62,111,75,33,0,6609,0,0,30,0,1,5,2,4,2.5,1921.73665835547,1560,NA,57500,5,2,9,7,4,3,0,0,0,0,0,1,0,0,1,2,23000,7,4,"7","7_0",0,5000,0
"7902",7901,15,17,52,111,53,71,0,6620,0,0,100,0,1,6,0,2,1.5,3274.71388573861,2359,NA,34512,1,1,9,7,5,2,0,0,0,0,0,1,0,0,2,0,23008,7,4,"7","7_0",NA,NA,NA
"7904",7903,2,4,48,111,52,41,0,6622,0,520,0,0,2,4,1,3,2,1100.21233356609,2080,NA,44982,1,1,6,5,4,3,0,1,0,0,1,0,0,0,0,3,22491,7,4,"7","7_0",0,16672,0
"7905",7904,16,18,43,300,62,50,0,6623,0,0,NA,0,3,4,1,3,2,1168.8240523924,3641,NA,47415,1,3,0,0,4,2,0,0,1,0,0,0,0,0,2,0,23707.5,7,4,"7","7_1",NA,NA,NA
"7910",7909,2,2,61,221,75,42,0,6629,0,NA,0,0,0,9,0,2,1.5,3938.85587002938,2236,NA,37056,5,4,1,2,3,2,0,0,0,1,0,0,0,0,0,2,24704,7,4,"7","7_0",0,8087,0
"7928",7927,3,13,28,112,64,71,0,6648,0,25,0,0,2,6,1,3,1.8,2262.26355535828,1560,NA,44645,1,2,5,0,4,1,0,1,1,0,0,0,0,0,0,1,24802.7777777778,7,4,"7","7_1",0,5000,0
"7939",7938,1,1,51,111,45,42,2,6660,0,200,0,0,2,6,2,4,2.5,1767.34696253214,0,7200,56151,1,2,9,7,4,2,0,1,0,0,0,1,0,0,0,2,22460.4,7,4,"7","7_0",0,17320,0
"7946",7945,6,6,36,112,54,31,0,6669,0,0,210,0,1,2,1,2,1.3,1883.71038577631,1040,NA,28230,1,2,6,0,2,1,0,1,1,0,0,0,0,0,1,0,21715.3846153846,7,4,"7","7_1",NA,NA,NA
"7952",7951,4,5,26,111,52,42,0,6677,0,150,0,0,1,3,0,1,1,5705.65955446252,2865,NA,23332,1,2,6,5,1,1,1,1,0,0,1,0,0,0,0,1,23332,7,4,"7","7_0",0,9000,0
"7956",7955,7,12,31,111,43,33,0,6683,0,0,220,444,1,2,0,1,1,2825.15653556194,0,NA,23475,1,3,8,7,1,1,0,1,0,0,0,1,0,0,1,0,23475,7,4,"7","7_0",NA,NA,NA
"7968",7967,5,5,73,111,75,50,0,6701,0,NA,0,0,0,5,0,2,1.5,1452.74586926882,0,NA,33990,5,1,6,4,3,2,0,0,0,0,1,0,0,0,0,2,22660,7,4,"7","7_0",0,35000,0
"7975",7974,6,15,62,222,75,70,0,6710,0,NA,0,0,1,4,0,2,1.5,1325.80490322238,4732,NA,33908,5,1,1,0,3,2,1,0,1,0,0,0,0,0,0,2,22605.3333333333,7,4,"7","7_1",0,3000,0
"7989",7988,10,14,45,111,67,71,0,6729,0,0,77,1012,2,5,1,3,1.8,2129.69819670325,1567,NA,43640,1,3,9,7,4,1,0,1,0,0,0,1,0,0,1,0,24244.4444444444,7,4,"7","7_0",NA,NA,NA
"7996",7995,11,15,50,111,47,31,0,674,0,250,0,0,1,5,2,3,1.8,2320.40322782125,1559,NA,41711,1,1,8,6,2,1,0,1,0,0,1,0,0,0,0,1,23172.7777777778,7,4,"7","7_0",0,15000,2000
"7997",7996,9,9,50,111,63,71,0,6741,0,NA,0,0,2,5,1,3,2,5136.42690361453,0,NA,43709,1,2,10,8,4,1,0,0,0,0,0,0,1,0,0,1,21854.5,7,4,"7","7_0",0,22000,0
"8007",8006,4,11,51,111,45,50,0,676,0,100,0,0,1,5,1,2,1.5,2932.6795243913,4420,NA,32795,1,2,7,5,2,1,0,1,0,0,1,0,0,0,0,1,21863.3333333333,7,4,"7","7_0",0,2000,0
"8008",8007,2,9,48,112,48,50,0,6761,0,400,520,0,3,4,2,3,2,1219.33269939135,2080,NA,45845,1,1,7,1,2,3,0,1,0,1,0,0,0,0,2,1,22922.5,7,4,"7","7_0",0,16000,0
"8027",8026,3,3,53,111,46,31,0,679,0,20,0,305,2,5,2,4,2.3,2497.25521287093,3901,NA,50532,1,3,7,5,4,2,0,1,0,0,1,0,0,0,1,1,21970.4347826087,7,4,"7","7_0",0,15310,0
"8050",8049,15,15,64,112,77,60,0,6817,0,0,0,0,0,7,0,2,1.5,3177.79238252189,2496,NA,33623,5,1,7,0,3,2,0,0,1,0,0,0,0,0,1,1,22415.3333333333,7,4,"7","7_1",0,14818,0
"8051",8050,4,4,56,111,33,41,0,6818,0,NA,0,770,1,3,0,1,1,2678.21918155656,0,NA,21800,1,3,9,7,1,1,0,0,0,0,0,1,0,0,0,1,21800,7,4,"7","7_0",0,20000,0
"8059",8058,8,11,85,112,77,60,0,683,0,0,NA,0,0,4,0,2,1.5,2042.69553655059,1040,NA,33650,5,1,4,0,3,1,0,0,1,0,0,0,0,0,1,0,22433.3333333333,7,4,"7","7_1",NA,NA,NA
"8063",8062,5,19,26,111,62,60,0,6835,0,300,0,320,2,3,0,2,1.5,2630.60043229722,0,NA,32747,1,3,7,5,3,2,1,0,0,0,1,0,0,0,1,1,21831.3333333333,7,4,"7","7_0",0,14000,900
"8068",8067,2,2,50,112,63,71,0,684,0,450,0,0,3,5,1,3,2,1046.79563526958,0,NA,46574,1,1,9,1,4,3,0,1,0,1,0,0,0,0,0,3,23287,7,4,"7","7_0",0,32102,0
"8095",8094,9,9,65,112,74,60,0,6876,0,NA,0,0,0,8,0,2,1.5,2551.9663852288,2600,NA,34703,5,1,7,0,3,2,0,0,1,0,0,0,0,0,0,2,23135.3333333333,7,4,"7","7_1",0,15000,0
"8111",8110,9,11,29,212,46,41,0,6899,0,1000,0,0,2,10,1,3,1.8,2088.73695777789,3277,NA,44023,1,2,3,0,4,3,0,0,1,0,0,0,0,0,0,3,24457.2222222222,7,4,"7","7_1",0,40000,0
"8121",8120,4,9,59,111,34,12,0,6911,0,100,0,0,1,5,1,3,2,2035.3459336901,0,NA,43486,1,1,9,7,4,2,0,1,0,0,0,1,0,0,0,2,21743,7,4,"7","7_0",0,25000,0
"8129",8128,2,2,56,221,65,71,0,6924,0,0,250,0,1,4,0,2,1.5,2978.66198051903,1040,NA,36075,1,1,1,3,3,2,0,1,0,1,0,0,0,0,2,0,24050,7,4,"7","7_0",NA,NA,NA
"8140",8139,1,1,72,111,74,41,1,694,0,NA,0,0,0,4,0,3,1.8,2965.18504867045,0,11000,44170,5,1,9,7,5,2,0,0,0,0,0,1,0,0,0,2,24538.8888888889,7,4,"7","7_0",0,9787,0
"8141",8140,11,13,33,112,38,12,0,6941,0,0,199998,0,2,5,2,4,2.1,2575.74840951325,2516,NA,51588,1,2,9,1,4,2,0,1,0,1,0,0,0,0,2,0,24565.7142857143,7,4,"7","7_0",NA,NA,NA
"8177",8176,2,9,55,221,47,50,0,6986,0,0,0,0,2,4,1,3,2,2029.96238307654,0,NA,48226,1,4,1,2,4,2,0,0,0,1,0,0,0,0,1,1,24113,7,4,"7","7_0",0,8000,0
"8181",8180,8,8,77,111,77,60,0,6992,0,0,NA,0,0,4,0,1,1,4418.18110501721,1404,NA,22633,5,1,8,6,1,1,0,0,0,0,1,0,0,0,1,0,22633,7,4,"7","7_0",NA,NA,NA
"8213",8212,2,7,35,112,63,71,0,7031,250,350,0,0,2,5,3,5,2.4,1658.86296141128,3161,NA,54347,1,2,10,0,4,2,0,1,1,0,0,0,0,0,0,1,22644.5833333333,7,4,"7","7_1",0,3000,12000
"8236",8235,NA,NA,72,111,77,70,NA,707,NA,NA,NA,0,0,5,0,1,1,1960.53518906678,0,NA,23110,5,3,8,7,1,0,NA,NA,0,0,0,1,0,1,0,0,23110,7,4,"7","7_0",0,0,10000
"8259",8258,11,11,43,112,38,50,0,7099,0,480,0,0,2,4,0,3,2,1651.62448763284,3640,NA,45118,1,1,9,0,5,4,0,0,1,0,0,0,0,0,0,2,22559,7,4,"7","7_1",0,9000,0
"8285",8284,1,5,59,111,47,44,2,7131,0,560,0,0,1,2,0,1,1,3209.81273353785,0,12000,23365,1,3,9,7,1,1,0,1,0,0,0,1,0,0,0,1,23365,7,4,"7","7_0",0,2000,0
"8294",8293,1,1,46,111,42,30,1,7146,0,0,25,0,1,3,0,1,1,3447.16785295352,364,7000,23811,1,1,9,7,1,1,0,1,0,0,0,1,0,0,1,0,23811,7,4,"7","7_0",NA,NA,NA
"8304",8303,1,1,47,112,48,50,1,716,0,250,200,0,3,5,1,3,2,1781.1643226503,6126,12600,49269,1,2,8,0,4,3,0,1,1,0,0,0,0,0,2,1,24634.5,7,4,"7","7_1",0,17700,0
"8311",8310,3,3,61,111,42,60,0,7175,0,NA,0,0,1,3,0,1,1,2952.94253116385,0,NA,22838,1,1,9,7,1,1,1,0,0,0,0,1,0,0,0,1,22838,7,4,"7","7_0",0,6000,0
"8316",8315,9,17,31,111,63,43,0,7186,0,240,0,670,1,3,0,1,1,6219.80243998613,1612,NA,22300,1,3,9,7,1,2,0,1,0,0,0,1,0,0,0,2,22300,7,4,"7","7_0",0,43000,0
"8339",8338,4,9,50,221,67,71,0,7220,0,0,260,0,2,3,0,2,1.5,1521.38581510379,0,NA,32974,1,1,1,2,3,2,0,1,0,1,0,0,0,0,2,0,21982.6666666667,7,4,"7","7_0",NA,NA,NA
"8347",8346,0,3,31,111,34,10,2,7231,0,100299,0,0,2,5,2,4,2.1,2146.35570782724,1561,10000,48495,1,2,9,7,4,2,0,1,0,0,0,1,0,0,0,2,23092.8571428571,7,4,"7","7_0",0,24144,0
"8379",8378,5,6,47,300,42,20,0,7274,0,300,150,0,2,8,2,4,2.5,765.860493408204,3293,NA,60274,1,2,0,0,4,2,0,1,1,0,0,0,0,0,1,1,24109.6,7,4,"7","7_1",0,15000,0
"8383",8382,2,4,38,111,43,20,0,7279,0,0,300,460,1,2,0,1,1,2758.00141223538,2608,NA,24145,1,3,6,4,1,1,1,1,0,0,1,0,0,0,1,0,24145,7,4,"7","7_0",NA,NA,NA
"8384",8383,21,21,36,112,52,10,0,7281,0,0,30,638,2,3,0,2,1.5,2412.84319635885,0,NA,33853,1,3,10,5,3,1,0,1,0,0,1,0,0,0,1,0,22568.6666666667,7,4,"7","7_0",NA,NA,NA
"8391",8390,NA,NA,75,111,77,71,NA,7296,NA,NA,NA,346,0,2,0,1,1,3823.8792755153,0,NA,24001,5,3,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,24001,7,4,"7","7_0",NA,NA,NA
"8399",8398,5,11,24,112,48,50,0,7307,0,400,300,0,2,4,0,2,1.5,2780.5914344325,2080,NA,35220,1,2,6,0,3,2,0,1,1,0,0,0,0,0,1,1,23480,7,4,"7","7_1",0,25666,0
"8416",8415,6,11,66,111,75,50,0,7329,0,NA,0,800,0,5,0,1,1,2004.51292307259,1873,NA,21886,5,3,8,7,1,1,0,0,0,0,0,1,0,0,0,1,21886,7,4,"7","7_0",0,2000,0
"8436",8435,2,6,36,111,53,43,0,7364,0,220,0,0,1,4,0,1,1,3236.85801668736,3380,NA,24541,1,3,8,7,1,1,0,1,0,0,0,1,0,0,0,1,24541,7,4,"7","7_0",0,20000,0
"8450",8449,4,4,57,111,55,42,0,7388,0,0,0,0,2,7,1,3,2,1396.09498900161,0,NA,48511,1,1,6,4,4,3,0,0,0,0,1,0,0,0,2,1,24255.5,7,4,"7","7_0",0,50000,0
"8461",8460,9,9,83,211,77,70,0,7402,0,0,NA,0,0,5,0,2,1.5,1487.90632018929,0,NA,37246,5,1,4,4,3,1,0,0,0,0,1,0,0,0,1,0,24830.6666666667,7,4,"7","7_0",NA,NA,NA
"8467",8466,1,1,48,211,22,50,0,741,0,315,0,0,2,4,1,3,2,1843.892891907,3435,NA,43618,1,1,3,3,4,2,0,1,0,1,0,0,0,0,0,2,21809,7,4,"7","7_0",0,9787,0
"8470",8469,7,21,58,400,52,70,0,7413,0,50,80,0,1,5,0,2,1.5,1678.63704873159,0,NA,34259,1,1,0,0,3,2,0,1,1,0,0,0,0,0,1,1,22839.3333333333,7,4,"7","7_1",0,7000,0
"8471",8470,8,12,56,111,65,50,0,7415,0,0,250,0,1,4,0,2,1.5,1116.63660275265,3518,NA,36270,1,1,9,7,3,2,0,1,0,0,0,1,0,0,1,1,24180,7,4,"7","7_0",0,20000,0
"8475",8474,15,15,41,112,38,31,0,742,0,0,70,0,2,4,2,4,2.3,1601.17308176042,3016,NA,51662,1,2,7,1,4,1,0,1,0,1,0,0,0,0,1,0,22461.7391304348,7,4,"7","7_0",NA,NA,NA
"8492",8491,3,3,43,111,54,50,0,7440,0,99999,0,0,2,7,1,3,1.8,2242.36602407171,3640,NA,42682,1,2,9,7,4,1,0,1,0,0,0,1,0,0,0,1,23712.2222222222,7,4,"7","7_0",0,20000,0
"8503",8502,8,8,51,111,55,60,0,7460,0,200,0,654,1,3,0,1,1,3432.20358211033,0,NA,24497,1,3,10,8,1,1,0,1,0,0,0,0,1,0,0,1,24497,7,4,"7","7_0",0,15000,0
"8509",8508,2,4,38,111,46,30,0,7469,0,300,0,0,1,4,1,2,1.3,6103.87093977286,0,NA,32015,1,2,10,8,2,1,0,1,0,0,0,0,1,0,0,1,24626.9230769231,7,4,"7","7_0",0,6859,4000
"8518",8517,9,9,58,111,77,60,0,7486,0,NA,0,0,0,3,0,1,1,3042.42983768103,0,NA,24192,5,1,10,8,1,1,0,0,0,0,0,0,1,0,0,1,24192,7,4,"7","7_0",0,15226,22657
"8532",8531,4,5,56,111,68,50,0,7503,0,0,120,0,1,6,0,2,1.5,1406.53868397023,0,NA,34402,1,1,6,4,3,2,0,0,0,0,1,0,0,0,1,1,22934.6666666667,7,4,"7","7_0",0,16337,0
"8541",8540,8,11,42,111,47,31,0,7516,0,0,8,0,2,5,3,5,2.4,2069.05445615343,0,NA,58477,1,2,9,7,4,2,0,1,0,0,0,1,0,0,1,1,24365.4166666667,7,4,"7","7_0",0,20000,11000
"8543",8542,1,1,46,221,38,31,1,752,0,200,0,0,2,4,3,5,2.8,1407.93596815134,3499,18575,64612,1,2,1,2,4,1,0,1,0,1,0,0,0,1,0,1,23075.7142857143,7,4,"7","7_0",0,13716,0
"8546",8545,5,13,51,111,52,50,0,7522,0,0,95,500,1,3,0,1,1,1744.08283127489,1040,NA,23341,1,3,8,7,1,1,0,1,0,0,0,1,0,0,1,0,23341,7,4,"7","7_0",NA,NA,NA
"8574",8573,10,13,42,221,63,50,0,7559,0,0,110,0,2,4,1,3,1.8,3162.4954757942,1300,NA,41475,1,2,1,2,4,3,0,0,0,1,0,0,0,0,3,0,23041.6666666667,7,4,"7","7_0",NA,NA,NA
"8585",8584,4,7,57,112,75,70,0,7576,0,NA,0,0,0,4,0,2,1.5,3796.39510574196,2860,NA,34450,5,1,8,3,3,1,0,0,0,1,0,0,0,0,0,1,22966.6666666667,7,4,"7","7_0",0,2500,500
"8599",8598,5,9,64,111,75,50,0,7593,0,NA,0,0,0,4,0,1,1,2727.30244525857,2340,NA,21910,5,2,7,5,1,1,0,0,0,0,1,0,0,0,0,1,21910,7,4,"7","7_0",0,13730,0
"8604",8603,14,16,61,112,21,50,0,76,0,0,0,0,1,6,0,2,1.5,2434.83918891296,7696,NA,33150,1,1,8,0,3,3,1,0,1,0,0,0,0,0,1,2,22100,7,4,"7","7_1",0,13716,0
"8614",8613,4,7,45,112,67,71,0,7610,0,110,0,0,1,3,0,2,1.5,2711.96967133149,2860,NA,35610,1,1,5,0,3,2,0,1,1,0,0,0,0,0,1,1,23740,7,4,"7","7_1",0,15000,15000
"8629",8628,9,9,54,111,62,43,0,7629,0,320,0,213,2,3,0,2,1.5,1877.20005512035,1560,NA,33139,1,3,7,5,3,1,0,1,0,0,1,0,0,0,0,1,22092.6666666667,7,4,"7","7_0",0,12480,3543
"8630",8629,1,1,47,120,53,60,0,763,0,520,0,0,2,5,3,5,2.4,2286.76233390391,4317,NA,59482,1,2,0,2,4,2,0,1,0,1,0,0,0,0,0,2,24784.1666666667,7,4,"7","7_0",0,6859,0
"8661",8660,3,3,45,111,37,20,0,7661,0,450,250,0,2,4,2,4,2.5,2347.85725969192,3637,NA,55729,1,1,9,7,4,2,0,1,0,0,0,1,0,0,1,1,22291.6,7,4,"7","7_0",0,25000,5000
"8671",8670,3,4,53,111,54,50,0,7671,0,NA,0,1423,1,3,0,2,1.5,2638.83853199966,0,NA,33473,1,3,8,7,3,1,0,0,0,0,0,1,0,0,0,1,22315.3333333333,7,4,"7","7_0",0,20000,0
"8680",8679,4,4,43,112,34,20,0,7682,0,400,0,387,1,3,1,2,1.3,3172.95970577211,3354,NA,29106,1,3,9,0,2,1,1,1,1,0,0,0,0,0,0,1,22389.2307692308,7,4,"7","7_1",0,18000,6000
"8681",8680,10,10,58,111,56,50,0,7683,0,0,NA,0,2,3,0,2,1.5,2467.36865400731,0,NA,33890,1,4,10,8,3,1,0,0,0,0,0,0,1,0,1,0,22593.3333333333,7,4,"7","7_0",NA,NA,NA
"8693",8692,1,3,57,112,54,70,0,7701,0,NA,0,425,1,3,0,2,1.5,3850.48160546507,2340,NA,36778,4,3,9,0,3,1,0,0,1,0,0,0,0,0,0,1,24518.6666666667,7,4,"7","7_1",0,27000,0
"8697",8696,3,3,46,120,13,42,0,7707,0,NA,0,0,2,6,1,3,2,1611.16325769266,0,NA,45131,1,2,0,0,4,1,1,0,1,0,0,0,0,0,0,1,22565.5,7,4,"7","7_1",0,17000,15000
"8711",8710,11,12,74,400,75,50,0,7729,0,0,NA,0,0,3,0,2,1.5,1594.76584273249,2556,NA,34449,5,4,0,0,3,2,0,0,1,0,0,0,0,0,2,0,22966,7,4,"7","7_1",NA,NA,NA
"8714",8713,4,11,31,112,63,43,0,7733,0,0,100,0,1,3,1,3,2,1596.41175156108,0,NA,49230,1,4,7,0,4,2,0,0,1,0,0,0,0,0,1,1,24615,7,4,"7","7_1",0,10000,0
