,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,temps2,decile,1,2,3,4,5,6,7,8,9
728,573.0,9,2.5,18.0,4.0,119692.0,0.0,115.164486409,109.815091325,106.63323884,113.812368809,116.314565248,121.516620746,124.044844391,119.370097917,106.173204638,48609.5878896,89.0,5.0,25.0,7921.0,9,0.0971389248426,0.0214608010624,0.055476089295,0.197760886032,0.0768921595832,0.179297989463,0.193881869963,0.0816431522924,0.0964481274667
737,574.0,9,2.1,18.0,4.0,18204.0,0.0,114.616339047,113.1,105.265263749,112.528859061,109.55,117.4,111.410107293,121.8,109.565220663,13451.5818557,89.0,5.0,25.0,7921.0,1,0.151971746937,0.00648799233347,0.0324388895222,0.659713806578,0.0,0.025661104669,0.0299760998846,0.0337318435897,0.0600185164851
746,575.0,9,1.5,18.0,3.0,153980.0,0.0,116.011118288,113.1,119.073388729,115.020217896,109.55,124.767203636,123.642520696,118.393088695,104.472081414,67894.3587838,89.0,5.0,25.0,7921.0,10,0.0544373540673,0.00434155535674,0.129365832448,0.458412252028,0.0,0.0797859687123,0.0595659758849,0.141264199034,0.0728268624684
755,576.0,9,1.5,18.0,3.0,51680.0,0.0,115.527347713,109.4,102.978231009,115.026648433,97.6161958207,121.546655533,118.897883245,121.8,108.015339052,48167.7446626,89.0,5.0,25.0,7921.0,9,0.113232569412,0.00126830999448,0.0425642913751,0.365431846326,0.152290311971,0.0778900519259,0.076982379313,0.0662714943757,0.104068745308
764,577.0,9,2.4,18.0,4.0,45709.0,0.0,117.793279161,143.4,105.384800417,114.378951635,112.165592699,122.059678988,109.85247601,114.696509696,103.361514545,36185.5425767,89.0,5.0,25.0,7921.0,8,0.147950922621,0.0,0.0886801058203,0.335850288113,0.00593094201792,0.0847280933936,0.0678213022638,0.126114068223,0.142924277548
773,578.0,9,2.8,18.0,4.0,25941.0,1.0,115.302107744,170.122812456,106.796720015,111.72570922,98.6968310882,113.019800905,126.745547876,121.8,93.4292243463,23633.7626258,89.0,5.0,25.0,7921.0,4,0.162677137669,0.0947261577508,0.0338324416731,0.213196542514,0.0196918138153,0.173923880928,0.142252160469,0.0546142834967,0.105085581682
782,665.0,9,1.3,18.0,2.0,23327.0,0.0,116.713737051,143.4,104.480416102,113.622605301,97.0,128.21063544,116.396311875,113.831807818,110.786113629,31166.5320076,89.0,5.0,25.0,7921.0,7,0.103840771736,0.0,0.0329772997017,0.436510700976,0.000631350996558,0.0637433055974,0.0904063571198,0.105750163131,0.166140050742
791,666.0,9,1.0,18.0,1.0,14499.0,0.0,115.395410934,143.4,120.782196201,114.327066381,103.9,116.9,111.102670623,121.8,107.877555419,25211.7024627,89.0,5.0,25.0,7921.0,5,0.0551907577644,0.0,0.19256142919,0.57918415788,0.00167243935173,0.0,0.0293336269776,0.0695963250314,0.0724612638052
800,667.0,9,1.5,18.0,3.0,30033.0,1.0,113.358759232,172.063692006,103.305678387,114.8,109.55,135.9,113.091039324,121.8,111.61163125,25345.1899018,89.0,5.0,25.0,7921.0,5,0.120726188326,0.124243226334,0.0877273525369,0.264613024512,0.0,0.0823283596656,0.0892835294759,0.134904380398,0.0961739387505
809,668.0,9,2.5,18.0,4.0,100236.0,0.0,115.577413579,143.4,106.411668787,114.019964613,111.042191747,119.310669864,117.38421534,119.227670419,105.868746996,42040.4197934,89.0,5.0,25.0,7921.0,9,0.0591098455482,0.0,0.0929467729446,0.335620649095,0.0617496122559,0.0821852814476,0.0722250452683,0.225390609583,0.0707721838576
818,669.0,9,1.0,18.0,1.0,47941.0,0.0,116.654031331,143.4,97.1171225394,114.106616856,102.1,113.732343857,121.404477617,115.228540771,110.984814315,56795.8865733,89.0,5.0,25.0,7921.0,10,0.0705050401807,0.0,0.0312217137435,0.683750393087,0.00326654273425,0.0236479252677,0.0764985919689,0.0307386898718,0.0803711031463
827,670.0,9,1.8,18.0,4.0,18768.0,0.0,114.1,143.4,107.5,112.981905148,117.1,116.9,131.351635165,113.5125,119.165019763,22269.815995,89.0,5.0,25.0,7921.0,4,0.00609552461989,0.0,0.00394409438796,0.74281528854,0.0847809851833,0.0,0.0857096488208,0.029929776399,0.0467246820477
836,671.0,9,1.0,18.0,1.0,16372.0,0.0,117.662897644,143.4,102.503527176,114.178512961,109.55,116.858852868,116.466666667,121.8,100.947753269,37334.6938406,89.0,5.0,25.0,7921.0,8,0.0801067383981,0.0,0.467207022127,0.32741010204,0.0,0.0278062068138,0.0102276225308,0.0274152796653,0.0598270284234
845,672.0,9,1.8,18.0,4.0,64068.0,0.0,117.762876573,143.4,104.978949554,114.582154238,115.2,120.677489503,119.902018394,117.239092496,104.185337165,40788.3936251,89.0,5.0,25.0,7921.0,9,0.0618575375137,0.0,0.0926636255683,0.400928615226,0.159787020907,0.0385972449945,0.109409517517,0.0731523279755,0.0636041102976
854,673.0,9,1.0,18.0,1.0,25890.0,1.0,112.634642017,177.4,112.2,115.105691057,96.9999999999,105.60250876,130.651624896,121.8,107.573515015,41629.9139878,89.0,5.0,25.0,7921.0,9,0.0452492651328,0.0677982028664,0.000969810220703,0.289473067718,0.00727634645908,0.362405009069,0.0914048191849,0.00983466883507,0.125588810513
863,674.0,9,1.5,18.0,3.0,79521.0,0.0,116.060508439,103.0,105.729030502,113.049850511,108.057977129,127.105186222,111.189620295,119.063387735,105.441954063,91597.7879277,89.0,5.0,25.0,7921.0,10,0.0356292024934,0.00557343789408,0.0105683194249,0.192832403175,0.0125696191034,0.420974312392,0.0963276845073,0.182861738383,0.0426632826273
872,675.0,9,1.0,18.0,1.0,23149.0,0.0,115.803672321,143.4,101.967519234,114.772190643,107.2,114.3,120.724618568,121.8,104.806335664,41203.4740655,89.0,5.0,25.0,7921.0,9,0.0839710617076,0.0,0.080216484566,0.347107735352,0.0336309496024,0.0202568149201,0.177530670017,0.233968008686,0.0233182751491
881,676.0,9,1.5,18.0,3.0,43156.0,1.0,119.165587355,177.4,106.468030647,114.593390192,107.2,128.938506199,133.682750672,118.472862885,110.612843817,38133.839356,89.0,5.0,25.0,7921.0,8,0.0638320895482,0.0215473315175,0.0461963514403,0.410197491798,0.0677187164181,0.123802388211,0.0499321674072,0.153385581255,0.063387882404
890,677.0,9,1.0,18.0,1.0,26166.0,1.0,117.370557824,135.899863508,103.828051852,114.634474124,100.921532776,117.4,118.664186503,121.8,113.809185093,58387.312188,89.0,5.0,25.0,7921.0,10,0.113142084661,0.023016355783,0.0404026711151,0.256625786237,0.312692860101,0.0176249794756,0.0359655008533,0.0242918433433,0.176237918431
899,678.0,9,1.5,18.0,3.0,67053.0,1.0,119.229988535,170.123212666,100.656942744,114.664169834,109.55,135.9,130.424149856,120.44995121,94.8107790296,51331.2950547,89.0,5.0,25.0,7921.0,10,0.0367692913102,0.102798685427,0.213576818162,0.292037018642,0.0,0.0135500699122,0.14834922801,0.106293073822,0.0866258147127
908,679.0,9,2.0,18.0,4.0,112551.0,0.0,116.897861749,107.511991769,114.849598309,112.70315617,97.0000000002,118.853567629,130.665120041,122.061486739,117.93739253,48067.4513535,89.0,5.0,25.0,7921.0,9,0.0739662416206,0.0185210112522,0.0418794388904,0.304349768862,0.0290501294616,0.0466357631891,0.0760897463903,0.052201130947,0.357306769386
917,680.0,9,1.0,18.0,1.0,27355.0,0.0,111.577197324,103.0,99.7982949467,114.51634368,97.0,132.613725837,103.54444361,114.340189299,104.311529048,65545.3158024,89.0,5.0,25.0,7921.0,10,0.0224516051279,0.00918537124248,0.0676889161135,0.370887404418,0.00536080048929,0.120609604806,0.130665682107,0.136720419394,0.136430196301
926,681.0,9,1.0,18.0,1.0,35054.0,1.0,115.845835049,177.4,102.989716393,115.444906782,116.872881356,116.9,126.322848498,116.278836271,110.563409713,39721.6641411,89.0,5.0,25.0,7921.0,8,0.0993489417397,0.00775503287291,0.0413975305901,0.388447520458,0.0626292379698,0.0,0.148742149513,0.0773789984795,0.174300588377
935,684.0,9,2.3,18.0,2.0,36830.0,1.0,114.607284981,165.921207741,99.4581580171,112.489995706,97.2748179302,127.016919848,102.35707681,117.386260018,104.306090866,36111.7157378,89.0,5.0,25.0,7921.0,8,0.124755126593,0.0451308406552,0.0417133645029,0.350715926012,0.0742604506445,0.030527390562,0.0645758881088,0.178788103808,0.0895329091151
944,685.0,9,1.0,18.0,1.0,35310.0,0.0,116.850636372,111.979681251,102.207464035,114.301176471,103.9,110.758864762,107.149170889,120.155732362,104.601161609,53166.4127233,89.0,5.0,25.0,7921.0,10,0.0779941036028,0.0108155687363,0.0102044820678,0.239952219641,0.0021148712085,0.331389720019,0.0896108305073,0.18391318117,0.0540050230485
953,686.0,9,2.4,18.0,4.0,109030.0,0.0,112.422830504,143.4,108.155474113,113.159053886,115.2,115.170897155,121.477465858,115.595855434,108.701781546,46472.7757164,89.0,5.0,25.0,7921.0,9,0.0353760308472,0.0,0.0823065568408,0.346487170015,0.0381348295046,0.0106075800026,0.27461050637,0.0931907911637,0.119286535256
962,687.0,9,1.0,18.0,1.0,67382.0,0.0,115.281798437,113.1,103.742557649,115.022917991,109.55,124.357699247,110.676060062,116.933641998,116.990572976,57461.7378851,89.0,5.0,25.0,7921.0,10,0.0392173260237,0.00767875001221,0.0327076616659,0.34238278804,0.0,0.16378850242,0.270173495357,0.0458102696163,0.0982412068648
971,688.0,9,1.5,18.0,3.0,36000.0,0.0,116.661900775,113.1,111.953723167,114.330016488,112.261080005,114.3,110.534448443,118.8,113.111590696,51587.9284563,89.0,5.0,25.0,7921.0,10,0.259013854762,0.00213160208286,0.0634818918941,0.326762462881,0.236382923625,0.00217462300959,0.0486028073683,0.0,0.0614498343785
980,689.0,9,1.8,18.0,2.0,21544.0,0.0,117.612305225,113.1,106.389099513,113.51057971,113.937193269,119.871969361,115.144437892,113.3,106.99683276,25250.0751162,89.0,5.0,25.0,7921.0,5,0.0987289347302,0.00352838408898,0.0826840870675,0.379757067497,0.0378834516862,0.256550681445,0.0275614483388,0.0537017497945,0.0596041953495
989,690.0,9,1.0,18.0,1.0,28253.0,0.0,115.5542827,143.4,103.873925395,114.949589111,105.086070258,121.939015886,113.259998843,120.204493337,113.09919073,62244.3921981,89.0,5.0,25.0,7921.0,10,0.105042356853,0.0,0.0521801742235,0.391225972901,0.051840014566,0.0491866908588,0.130894626269,0.0971877139998,0.12244245033
998,756.0,9,1.3,18.0,2.0,44324.0,0.0,117.766151596,143.4,104.611124889,114.00572275,97.0,135.9,122.255275064,116.139385606,108.141914303,39816.1582353,89.0,5.0,25.0,7921.0,8,0.0427686670384,0.0,0.0319070315883,0.516534385239,0.00543073468116,0.0300394913399,0.146572434084,0.115292522527,0.111454733503
1007,757.0,9,1.5,18.0,3.0,25974.0,0.0,115.055904169,113.1,106.487312513,116.06910299,105.829230769,112.103546239,114.198151671,118.8,104.516682948,33991.2308676,89.0,5.0,25.0,7921.0,7,0.0525425441993,0.00156363039604,0.0185694833887,0.812200006569,0.0465864749994,0.0294953254057,0.0076608240786,0.0,0.031381710963
1016,758.0,9,1.0,18.0,1.0,22413.0,0.0,118.322020426,143.4,102.634338774,114.916650626,114.42,132.425503299,120.360588665,122.757773704,110.421881815,36720.2472933,89.0,5.0,25.0,7921.0,8,0.0966985593082,0.0,0.0568942034212,0.353892947921,0.0229655552078,0.0616473672408,0.177547525633,0.105666035859,0.124687805409
1025,759.0,9,1.0,18.0,1.0,51416.0,0.0,117.543533966,143.4,117.481642918,115.292799869,117.1,127.606709798,118.606316655,121.8,107.067483496,92073.6407416,89.0,5.0,25.0,7921.0,10,0.0852854115707,0.0,0.195383944018,0.276705423185,0.015875569708,0.0238741761498,0.0365968795098,0.00344083637319,0.362837759485
1034,760.0,9,1.5,18.0,3.0,31706.0,1.0,116.899770924,147.272357858,97.9448495826,113.749040511,109.55,122.95971834,110.15517545,118.8,106.161690724,25807.3391845,89.0,5.0,25.0,7921.0,5,0.241862838708,0.0901318781861,0.13638478929,0.303061178541,0.0,0.0765766111393,0.0223725583182,0.0,0.129610145819
1043,761.0,9,1.8,18.0,4.0,2260.0,1.0,115.036971606,135.271863795,106.526767141,113.108679245,109.55,117.4,111.735915004,113.3,119.71459854,7572.03225478,89.0,5.0,25.0,7921.0,1,0.209797396803,0.0927154869291,0.0165708253939,0.486354420378,0.0,0.0649607627974,0.0469827424171,0.0330094975208,0.0496088677607
1052,762.0,9,1.0,18.0,1.0,16979.0,0.0,116.339123324,113.1,102.5,113.403761996,111.432578033,122.390939525,112.574115939,118.055695519,103.497446668,29596.6237714,89.0,5.0,25.0,7921.0,6,0.0874680728492,0.00526356199978,0.0548183070366,0.366949465381,0.0599809175621,0.0614497762226,0.148242876025,0.149296100225,0.0665309226987
1061,763.0,9,1.0,18.0,1.0,22607.0,1.0,114.696021602,168.679254234,102.072461913,114.309205097,109.55,134.55,89.9418590968,118.868744434,96.8158528475,55280.2697884,89.0,5.0,25.0,7921.0,10,0.0656234453132,0.0845006536451,0.0676334071393,0.552136526687,0.0,0.0194819824144,0.0133420779673,0.134915494844,0.0623664119899
1070,764.0,9,1.0,18.0,1.0,17145.0,1.0,114.400672437,177.4,109.059378493,114.503335018,95.7328866907,135.9,101.506690638,118.403509679,108.52996982,39536.4985781,89.0,5.0,25.0,7921.0,8,0.0208313697055,0.0312902151637,0.05709605149,0.417367173841,0.126922972611,0.0255458947553,0.1201771235,0.0569566200262,0.143812578906
1079,765.0,9,1.0,18.0,1.0,26566.0,0.0,116.061841112,113.1,112.2,116.686958649,97.0,110.5,111.615207344,118.8,111.192797299,15492.9683223,89.0,5.0,25.0,7921.0,2,0.306781983309,0.00872429527621,0.00241286987291,0.549896192532,0.0072175769765,0.0228090915696,0.0199791263062,0.0,0.0821788641576
1088,766.0,9,1.8,18.0,4.0,22422.0,1.0,117.687074164,162.480400881,103.541713702,112.068202143,109.769638206,112.467281106,126.034429428,121.8,104.442369959,23417.9279012,89.0,5.0,25.0,7921.0,4,0.113167821442,0.0357725504352,0.00772941760056,0.586162488868,0.0682293357762,0.0133275013268,0.0745099650397,0.0140888919845,0.0870120275275
1097,767.0,9,1.0,18.0,1.0,14781.0,0.0,120.814704285,143.4,102.678912915,112.499194574,97.0,124.495928753,98.9439512103,121.8,110.051266405,23703.6569058,89.0,5.0,25.0,7921.0,4,0.0787962500067,0.0,0.102434803197,0.414909417065,0.0207531482332,0.107306783433,0.062860765647,0.025149213032,0.187789619386
1106,768.0,9,1.5,18.0,3.0,37473.0,0.0,116.319305352,103.0,107.730602323,111.579251326,109.55,123.919433015,110.818652055,121.8,107.236407633,28178.1251725,89.0,5.0,25.0,7921.0,6,0.180187385115,0.00195124649129,0.0924757241516,0.492738291969,0.0,0.0393347982208,0.043209901418,0.0534250468105,0.0966776058231
1115,769.0,9,1.5,18.0,3.0,79842.0,0.0,118.353475034,113.1,102.306475561,113.070687737,117.1,107.310303838,131.530408496,121.8,103.946591969,80625.7145718,89.0,5.0,25.0,7921.0,10,0.0373440748936,0.00609206018016,0.150916043946,0.387215108984,0.00418378117174,0.247433149805,0.0606009396123,0.0471496474899,0.0590651939156
1124,770.0,9,2.1,18.0,4.0,70143.0,0.0,116.935705251,109.4,107.360307048,113.28253,112.802403268,130.247974967,114.793297257,114.697126364,112.097480184,42903.2415425,89.0,5.0,25.0,7921.0,9,0.142347550587,0.00320386454602,0.126889592808,0.345130067518,0.0218227167284,0.0283449464953,0.155915402041,0.0779086119404,0.0984372473355
1133,886.0,9,1.0,18.0,1.0,19375.0,0.0,118.440633512,143.4,107.176786734,114.833458252,97.0,116.978377121,125.465703022,123.945728643,113.164006884,26095.1033129,89.0,5.0,25.0,7921.0,5,0.124858089641,0.0,0.106164671603,0.53289620554,0.00221259909205,0.0430368508561,0.03199879895,0.0571829661818,0.101649818134
1142,887.0,9,2.8,18.0,4.0,29000.0,1.0,111.562361391,177.4,103.45273049,112.221220205,115.2,119.260591092,109.895722423,114.342781217,108.606866955,16379.0206646,89.0,5.0,25.0,7921.0,2,0.0764932994826,0.0199814510603,0.0422130139253,0.528211979921,0.0155977083822,0.145934558015,0.0185695827445,0.0544899452088,0.0985084612606
1151,888.0,9,2.5,18.0,4.0,64431.0,1.0,117.329805406,138.591714999,105.714108286,114.075176654,99.9349590307,122.442793107,126.296656291,118.346693933,108.985227584,26819.0227837,89.0,5.0,25.0,7921.0,5,0.192519481583,0.0115490628807,0.0359089350445,0.338793212415,0.0811464011423,0.0886425300188,0.0530073427569,0.0410166123351,0.157416421823
1160,889.0,9,3.0,18.0,4.0,35626.0,0.0,114.591141909,107.561011309,108.335151402,114.134743771,97.0,113.37299973,124.860234746,121.8,107.689295111,31132.391755,89.0,5.0,25.0,7921.0,7,0.161587464396,0.0114501215705,0.0271784821744,0.284836543292,0.00907734602365,0.307984866029,0.0767096916699,0.0314158428847,0.0897596419591
1169,890.0,9,1.3,18.0,2.0,11466.0,0.0,117.701696909,143.4,106.648507999,114.468537971,116.717480882,122.641181585,111.4,116.16101961,111.346220994,20585.3890977,89.0,5.0,25.0,7921.0,3,0.114789500913,0.0,0.012709651635,0.452334904317,0.0696012188338,0.0904241503874,0.0111525585773,0.135059841055,0.113928174283
1178,891.0,9,1.0,18.0,1.0,18034.0,0.0,118.282624283,143.4,98.4268263172,114.66848,97.0,116.84439496,131.586335404,121.8,109.678307914,26962.7519327,89.0,5.0,25.0,7921.0,5,0.12373269766,0.0,0.065276752464,0.579839443927,0.00540770901916,0.0862515975822,0.0393116209775,0.00506150667074,0.095118671702
1187,892.0,9,1.5,18.0,3.0,9181.0,0.0,117.25326203,109.4,102.954569449,116.485567861,109.55,120.341924679,112.274303694,121.8,109.471805001,25977.8507241,89.0,5.0,25.0,7921.0,5,0.209528392862,0.000776054900921,0.0581052923195,0.454068738434,0.0,0.0527383553544,0.120815170718,0.0215043182788,0.0824636771325
1196,893.0,9,2.6,18.0,4.0,54961.0,1.0,116.438168358,140.476462452,104.00905135,112.030466998,109.55,126.626601259,128.967391305,113.3,113.697996106,35326.1561705,89.0,5.0,25.0,7921.0,8,0.0916774575627,0.0382121982249,0.288253124314,0.30880037866,0.0,0.118830651709,0.00329721594295,0.101396855455,0.0495321181309
1205,895.0,9,1.5,18.0,3.0,33904.0,0.0,116.4322809,108.699285627,97.1161640016,111.221829229,106.489033457,111.2,132.832171185,118.8,109.933587479,25786.5736845,89.0,5.0,25.0,7921.0,5,0.132051918812,0.0298509831722,0.0466209546992,0.496724287977,0.156393485731,0.00803167852042,0.0625704942432,0.0,0.0677561968442
1214,896.0,9,2.0,18.0,4.0,50227.0,0.0,116.087225005,111.360112193,94.1120792493,112.660011227,112.1,117.4,110.747100199,118.8,107.534156152,26873.9493501,89.0,5.0,25.0,7921.0,5,0.0942315075682,0.0273559130957,0.0338778544204,0.688274122432,0.00188279181926,0.0439281909588,0.0261187805158,0.0,0.0843308391887
1223,897.0,9,1.0,18.0,1.0,13784.0,0.0,115.061647333,113.1,104.243852491,122.380925593,97.0,116.9,111.468704019,118.8,116.850016034,18636.6798326,89.0,5.0,25.0,7921.0,3,0.0481780949164,0.0202828227019,0.0560150776107,0.73056761077,0.0148041357282,0.0,0.0104034180045,0.0,0.119748840268
1232,898.0,9,2.0,18.0,4.0,116016.0,0.0,115.810548041,143.4,100.488095363,112.374380225,107.2,110.5,119.224622957,113.3,96.2258510277,34831.1931692,89.0,5.0,25.0,7921.0,8,0.123390366062,0.0,0.11723974687,0.411597714998,0.0603259454455,0.0111489220114,0.0680886675896,0.0687820529461,0.139426584078
1241,899.0,9,1.5,18.0,3.0,16800.0,1.0,116.237498636,177.4,96.2674357154,112.08968059,97.0,127.5,111.4,118.8,107.219593904,16481.1053171,89.0,5.0,25.0,7921.0,2,0.122018436822,0.0906304766303,0.0720576608959,0.54909502145,0.0033998118317,0.047124297641,0.00665766144938,0.0,0.10901663328
1250,900.0,9,2.1,18.0,4.0,55299.0,0.0,115.624069668,113.1,101.458383318,113.585924468,97.0,116.92887538,127.430704578,113.3,111.636030382,29139.8186337,89.0,5.0,25.0,7921.0,6,0.0812645581744,0.00632693764013,0.0389331983726,0.44269121568,0.00905310836237,0.0417562014169,0.164405841341,0.136291539979,0.0792773990345
1259,901.0,9,1.0,18.0,1.0,30706.0,0.0,116.628242737,103.0,103.775956592,111.537524302,113.001396595,123.9,84.0893474788,121.740972222,101.327259345,72017.5095504,89.0,5.0,25.0,7921.0,10,0.0676258914064,0.00979137146226,0.202469018551,0.463541011772,0.0363311854748,0.0386977670123,0.0647040932068,0.0562248472675,0.0606148138464
1268,902.0,9,1.5,18.0,5.0,63933.0,1.0,114.957907018,177.4,105.790718374,112.906972094,103.694836566,106.882461609,86.9971729247,118.885605378,110.760371795,74345.530125,89.0,5.0,25.0,7921.0,10,0.0946424069338,0.00410862844507,0.0368725839544,0.327610864927,0.0317711471215,0.227614967287,0.0265889943355,0.0794730891017,0.171317317894
1277,903.0,9,1.0,18.0,1.0,38103.0,0.0,117.414120332,113.1,100.768931969,113.731818672,112.613446215,109.067091937,123.500591919,115.946339238,106.533084593,86185.0334128,89.0,5.0,25.0,7921.0,10,0.0866426895959,0.00515683059557,0.208323266851,0.314046566694,0.0654927378453,0.239158055921,0.0301031427209,0.0141173195902,0.0369593901854
1286,904.0,9,2.1,18.0,4.0,29446.0,1.0,116.315186039,160.578148915,106.750490174,112.378152753,109.55,118.760021181,123.275146983,113.3,103.283786323,27129.8659709,89.0,5.0,25.0,7921.0,5,0.141080469595,0.105996483112,0.023946226603,0.494382855285,0.0,0.0728033940641,0.0442174880305,0.0152278653493,0.102345217962
1295,905.0,9,2.1,18.0,4.0,11132.0,0.0,115.934269042,113.1,110.419217637,113.987128713,103.883891749,101.133766234,93.1780857579,121.8,97.338730066,13244.4593122,89.0,5.0,25.0,7921.0,1,0.179005191857,0.00207567801211,0.0601943592606,0.272509128077,0.0770784610121,0.0716716111257,0.234811247309,0.0347783365237,0.0678759868225
