;date;temps;mois;bien;prix;vag;indice_prix_produit
39968;2011_4;160.0;4.0;poste_03_2_1_1_3;115.42;26;poste_03_2_1_1_3_26
39970;2011_2;158.0;2.0;poste_03_2_1_1_3;103.65;25;poste_03_2_1_1_3_25
39972;2010_12;156.0;12.0;poste_03_2_1_1_3;115.61;24;poste_03_2_1_1_3_24
39973;2010_11;155.0;11.0;poste_03_2_1_1_3;114.95;23;poste_03_2_1_1_3_23
40030;2006_2;98.0;2.0;poste_03_2_1_1_3;97.53;22;poste_03_2_1_1_3_22
40033;2005_11;95.0;11.0;poste_03_2_1_1_3;107.7;21;poste_03_2_1_1_3_21
40035;2005_9;93.0;9.0;poste_03_2_1_1_3;106.9;20;poste_03_2_1_1_3_20
40037;2005_7;91.0;7.0;poste_03_2_1_1_3;99.3;19;poste_03_2_1_1_3_19
40039;2005_5;89.0;5.0;poste_03_2_1_1_3;107.5;18;poste_03_2_1_1_3_18
40041;2005_3;87.0;3.0;poste_03_2_1_1_3;105.4;17;poste_03_2_1_1_3_17
40088;2001_4;40.0;4.0;poste_03_2_1_1_3;102.7;16;poste_03_2_1_1_3_16
40089;2001_3;39.0;3.0;poste_03_2_1_1_3;101.7;15;poste_03_2_1_1_3_15
40090;2001_2;38.0;2.0;poste_03_2_1_1_3;95.9;14;poste_03_2_1_1_3_14
40092;2000_12;36.0;12.0;poste_03_2_1_1_3;102.3;13;poste_03_2_1_1_3_13
40094;2000_10;34.0;10.0;poste_03_2_1_1_3;102.3;12;poste_03_2_1_1_3_12
40095;2000_9;33.0;9.0;poste_03_2_1_1_3;102.1;11;poste_03_2_1_1_3_11
40097;2000_7;31.0;7.0;poste_03_2_1_1_3;94.0;10;poste_03_2_1_1_3_10
40098;2000_6;30.0;6.0;poste_03_2_1_1_3;102.0;9;poste_03_2_1_1_3_9
40173;2011_8;164.0;8.0;poste_03_2_1_2_3;108.8;28;poste_03_2_1_2_3_28
40175;2011_6;162.0;6.0;poste_03_2_1_2_3;115.1;27;poste_03_2_1_2_3_27
40177;2011_4;160.0;4.0;poste_03_2_1_2_3;115.42;26;poste_03_2_1_2_3_26
40179;2011_2;158.0;2.0;poste_03_2_1_2_3;103.65;25;poste_03_2_1_2_3_25
40181;2010_12;156.0;12.0;poste_03_2_1_2_3;115.61;24;poste_03_2_1_2_3_24
40182;2010_11;155.0;11.0;poste_03_2_1_2_3;114.95;23;poste_03_2_1_2_3_23
40239;2006_2;98.0;2.0;poste_03_2_1_2_3;97.53;22;poste_03_2_1_2_3_22
40242;2005_11;95.0;11.0;poste_03_2_1_2_3;107.7;21;poste_03_2_1_2_3_21
40244;2005_9;93.0;9.0;poste_03_2_1_2_3;106.9;20;poste_03_2_1_2_3_20
40246;2005_7;91.0;7.0;poste_03_2_1_2_3;99.3;19;poste_03_2_1_2_3_19
40248;2005_5;89.0;5.0;poste_03_2_1_2_3;107.5;18;poste_03_2_1_2_3_18
40250;2005_3;87.0;3.0;poste_03_2_1_2_3;105.4;17;poste_03_2_1_2_3_17
40297;2001_4;40.0;4.0;poste_03_2_1_2_3;102.7;16;poste_03_2_1_2_3_16
40298;2001_3;39.0;3.0;poste_03_2_1_2_3;101.7;15;poste_03_2_1_2_3_15
40299;2001_2;38.0;2.0;poste_03_2_1_2_3;95.9;14;poste_03_2_1_2_3_14
40301;2000_12;36.0;12.0;poste_03_2_1_2_3;102.3;13;poste_03_2_1_2_3_13
40303;2000_10;34.0;10.0;poste_03_2_1_2_3;102.3;12;poste_03_2_1_2_3_12
40304;2000_9;33.0;9.0;poste_03_2_1_2_3;102.1;11;poste_03_2_1_2_3_11
40306;2000_7;31.0;7.0;poste_03_2_1_2_3;94.0;10;poste_03_2_1_2_3_10
40307;2000_6;30.0;6.0;poste_03_2_1_2_3;102.0;9;poste_03_2_1_2_3_9
40382;2011_8;164.0;8.0;poste_04_1_1_1_1;133.54;28;poste_04_1_1_1_1_28
40384;2011_6;162.0;6.0;poste_04_1_1_1_1;132.93;27;poste_04_1_1_1_1_27
40386;2011_4;160.0;4.0;poste_04_1_1_1_1;132.23;26;poste_04_1_1_1_1_26
40388;2011_2;158.0;2.0;poste_04_1_1_1_1;131.37;25;poste_04_1_1_1_1_25
40390;2010_12;156.0;12.0;poste_04_1_1_1_1;131.34;24;poste_04_1_1_1_1_24
40391;2010_11;155.0;11.0;poste_04_1_1_1_1;131.1;23;poste_04_1_1_1_1_23
40448;2006_2;98.0;2.0;poste_04_1_1_1_1;117.9;22;poste_04_1_1_1_1_22
40451;2005_11;95.0;11.0;poste_04_1_1_1_1;116.7;21;poste_04_1_1_1_1_21
40453;2005_9;93.0;9.0;poste_04_1_1_1_1;116.2;20;poste_04_1_1_1_1_20
40455;2005_7;91.0;7.0;poste_04_1_1_1_1;115.4;19;poste_04_1_1_1_1_19
40457;2005_5;89.0;5.0;poste_04_1_1_1_1;114.8;18;poste_04_1_1_1_1_18
40459;2005_3;87.0;3.0;poste_04_1_1_1_1;114.0;17;poste_04_1_1_1_1_17
40506;2001_4;40.0;4.0;poste_04_1_1_1_1;101.8;16;poste_04_1_1_1_1_16
40507;2001_3;39.0;3.0;poste_04_1_1_1_1;101.7;15;poste_04_1_1_1_1_15
40508;2001_2;38.0;2.0;poste_04_1_1_1_1;101.6;14;poste_04_1_1_1_1_14
40510;2000_12;36.0;12.0;poste_04_1_1_1_1;102.2;13;poste_04_1_1_1_1_13
40512;2000_10;34.0;10.0;poste_04_1_1_1_1;102.1;12;poste_04_1_1_1_1_12
40513;2000_9;33.0;9.0;poste_04_1_1_1_1;102.1;11;poste_04_1_1_1_1_11
40515;2000_7;31.0;7.0;poste_04_1_1_1_1;101.8;10;poste_04_1_1_1_1_10
40516;2000_6;30.0;6.0;poste_04_1_1_1_1;101.7;9;poste_04_1_1_1_1_9
40591;2011_8;164.0;8.0;poste_04_1_1_2_1;133.54;28;poste_04_1_1_2_1_28
40593;2011_6;162.0;6.0;poste_04_1_1_2_1;132.93;27;poste_04_1_1_2_1_27
40595;2011_4;160.0;4.0;poste_04_1_1_2_1;132.23;26;poste_04_1_1_2_1_26
40597;2011_2;158.0;2.0;poste_04_1_1_2_1;131.37;25;poste_04_1_1_2_1_25
40599;2010_12;156.0;12.0;poste_04_1_1_2_1;131.34;24;poste_04_1_1_2_1_24
40600;2010_11;155.0;11.0;poste_04_1_1_2_1;131.1;23;poste_04_1_1_2_1_23
40657;2006_2;98.0;2.0;poste_04_1_1_2_1;117.9;22;poste_04_1_1_2_1_22
40660;2005_11;95.0;11.0;poste_04_1_1_2_1;116.7;21;poste_04_1_1_2_1_21
40662;2005_9;93.0;9.0;poste_04_1_1_2_1;116.2;20;poste_04_1_1_2_1_20
40664;2005_7;91.0;7.0;poste_04_1_1_2_1;115.4;19;poste_04_1_1_2_1_19
40666;2005_5;89.0;5.0;poste_04_1_1_2_1;114.8;18;poste_04_1_1_2_1_18
40668;2005_3;87.0;3.0;poste_04_1_1_2_1;114.0;17;poste_04_1_1_2_1_17
40715;2001_4;40.0;4.0;poste_04_1_1_2_1;101.8;16;poste_04_1_1_2_1_16
40716;2001_3;39.0;3.0;poste_04_1_1_2_1;101.7;15;poste_04_1_1_2_1_15
40717;2001_2;38.0;2.0;poste_04_1_1_2_1;101.6;14;poste_04_1_1_2_1_14
40719;2000_12;36.0;12.0;poste_04_1_1_2_1;102.2;13;poste_04_1_1_2_1_13
40721;2000_10;34.0;10.0;poste_04_1_1_2_1;102.1;12;poste_04_1_1_2_1_12
40722;2000_9;33.0;9.0;poste_04_1_1_2_1;102.1;11;poste_04_1_1_2_1_11
40724;2000_7;31.0;7.0;poste_04_1_1_2_1;101.8;10;poste_04_1_1_2_1_10
40725;2000_6;30.0;6.0;poste_04_1_1_2_1;101.7;9;poste_04_1_1_2_1_9
40800;2011_8;164.0;8.0;poste_04_3_1_1_1;128.91;28;poste_04_3_1_1_1_28
40802;2011_6;162.0;6.0;poste_04_3_1_1_1;128.98;27;poste_04_3_1_1_1_27
40804;2011_4;160.0;4.0;poste_04_3_1_1_1;127.43;26;poste_04_3_1_1_1_26
40806;2011_2;158.0;2.0;poste_04_3_1_1_1;126.72;25;poste_04_3_1_1_1_25
40808;2010_12;156.0;12.0;poste_04_3_1_1_1;126.45;24;poste_04_3_1_1_1_24
40809;2010_11;155.0;11.0;poste_04_3_1_1_1;126.43;23;poste_04_3_1_1_1_23
40866;2006_2;98.0;2.0;poste_04_3_1_1_1;111.13;22;poste_04_3_1_1_1_22
40869;2005_11;95.0;11.0;poste_04_3_1_1_1;111.9;21;poste_04_3_1_1_1_21
40871;2005_9;93.0;9.0;poste_04_3_1_1_1;112.1;20;poste_04_3_1_1_1_20
40873;2005_7;91.0;7.0;poste_04_3_1_1_1;111.1;19;poste_04_3_1_1_1_19
40875;2005_5;89.0;5.0;poste_04_3_1_1_1;110.7;18;poste_04_3_1_1_1_18
40877;2005_3;87.0;3.0;poste_04_3_1_1_1;110.4;17;poste_04_3_1_1_1_17
40924;2001_4;40.0;4.0;poste_04_3_1_1_1;103.4;16;poste_04_3_1_1_1_16
40925;2001_3;39.0;3.0;poste_04_3_1_1_1;103.4;15;poste_04_3_1_1_1_15
40926;2001_2;38.0;2.0;poste_04_3_1_1_1;102.8;14;poste_04_3_1_1_1_14
40928;2000_12;36.0;12.0;poste_04_3_1_1_1;102.6;13;poste_04_3_1_1_1_13
40930;2000_10;34.0;10.0;poste_04_3_1_1_1;102.5;12;poste_04_3_1_1_1_12
40931;2000_9;33.0;9.0;poste_04_3_1_1_1;102.0;11;poste_04_3_1_1_1_11
40933;2000_7;31.0;7.0;poste_04_3_1_1_1;101.3;10;poste_04_3_1_1_1_10
40934;2000_6;30.0;6.0;poste_04_3_1_1_1;101.9;9;poste_04_3_1_1_1_9
41009;2011_8;164.0;8.0;poste_04_3_2_2_1;137.34;28;poste_04_3_2_2_1_28
41011;2011_6;162.0;6.0;poste_04_3_2_2_1;137.05;27;poste_04_3_2_2_1_27
41013;2011_4;160.0;4.0;poste_04_3_2_2_1;136.3;26;poste_04_3_2_2_1_26
41015;2011_2;158.0;2.0;poste_04_3_2_2_1;135.81;25;poste_04_3_2_2_1_25
41017;2010_12;156.0;12.0;poste_04_3_2_2_1;134.44;24;poste_04_3_2_2_1_24
41018;2010_11;155.0;11.0;poste_04_3_2_2_1;134.43;23;poste_04_3_2_2_1_23
41075;2006_2;98.0;2.0;poste_04_3_2_2_1;117.08;22;poste_04_3_2_2_1_22
41078;2005_11;95.0;11.0;poste_04_3_2_2_1;115.1;21;poste_04_3_2_2_1_21
41080;2005_9;93.0;9.0;poste_04_3_2_2_1;114.6;20;poste_04_3_2_2_1_20
41082;2005_7;91.0;7.0;poste_04_3_2_2_1;114.0;19;poste_04_3_2_2_1_19
41084;2005_5;89.0;5.0;poste_04_3_2_2_1;113.6;18;poste_04_3_2_2_1_18
41086;2005_3;87.0;3.0;poste_04_3_2_2_1;113.1;17;poste_04_3_2_2_1_17
41133;2001_4;40.0;4.0;poste_04_3_2_2_1;97.7;16;poste_04_3_2_2_1_16
41134;2001_3;39.0;3.0;poste_04_3_2_2_1;97.4;15;poste_04_3_2_2_1_15
41135;2001_2;38.0;2.0;poste_04_3_2_2_1;97.2;14;poste_04_3_2_2_1_14
41137;2000_12;36.0;12.0;poste_04_3_2_2_1;96.1;13;poste_04_3_2_2_1_13
41139;2000_10;34.0;10.0;poste_04_3_2_2_1;95.6;12;poste_04_3_2_2_1_12
41140;2000_9;33.0;9.0;poste_04_3_2_2_1;95.4;11;poste_04_3_2_2_1_11
41142;2000_7;31.0;7.0;poste_04_3_2_2_1;94.9;10;poste_04_3_2_2_1_10
41143;2000_6;30.0;6.0;poste_04_3_2_2_1;94.6;9;poste_04_3_2_2_1_9
41218;2011_8;164.0;8.0;poste_04_4_1_1_1;145.68;28;poste_04_4_1_1_1_28
41220;2011_6;162.0;6.0;poste_04_4_1_1_1;145.52;27;poste_04_4_1_1_1_27
41222;2011_4;160.0;4.0;poste_04_4_1_1_1;143.79;26;poste_04_4_1_1_1_26
41224;2011_2;158.0;2.0;poste_04_4_1_1_1;143.32;25;poste_04_4_1_1_1_25
41226;2010_12;156.0;12.0;poste_04_4_1_1_1;142.55;24;poste_04_4_1_1_1_24
41227;2010_11;155.0;11.0;poste_04_4_1_1_1;140.71;23;poste_04_4_1_1_1_23
41284;2006_2;98.0;2.0;poste_04_4_1_1_1;121.56;22;poste_04_4_1_1_1_22
41287;2005_11;95.0;11.0;poste_04_4_1_1_1;119.0;21;poste_04_4_1_1_1_21
41289;2005_9;93.0;9.0;poste_04_4_1_1_1;118.9;20;poste_04_4_1_1_1_20
41291;2005_7;91.0;7.0;poste_04_4_1_1_1;118.5;19;poste_04_4_1_1_1_19
41293;2005_5;89.0;5.0;poste_04_4_1_1_1;117.3;18;poste_04_4_1_1_1_18
41295;2005_3;87.0;3.0;poste_04_4_1_1_1;116.9;17;poste_04_4_1_1_1_17
41342;2001_4;40.0;4.0;poste_04_4_1_1_1;104.4;16;poste_04_4_1_1_1_16
41343;2001_3;39.0;3.0;poste_04_4_1_1_1;104.3;15;poste_04_4_1_1_1_15
41344;2001_2;38.0;2.0;poste_04_4_1_1_1;104.3;14;poste_04_4_1_1_1_14
41346;2000_12;36.0;12.0;poste_04_4_1_1_1;103.8;13;poste_04_4_1_1_1_13
41348;2000_10;34.0;10.0;poste_04_4_1_1_1;103.8;12;poste_04_4_1_1_1_12
41349;2000_9;33.0;9.0;poste_04_4_1_1_1;103.8;11;poste_04_4_1_1_1_11
41351;2000_7;31.0;7.0;poste_04_4_1_1_1;103.6;10;poste_04_4_1_1_1_10
41352;2000_6;30.0;6.0;poste_04_4_1_1_1;103.5;9;poste_04_4_1_1_1_9
41427;2011_8;164.0;8.0;poste_04_4_1_4_1;145.68;28;poste_04_4_1_4_1_28
41429;2011_6;162.0;6.0;poste_04_4_1_4_1;145.52;27;poste_04_4_1_4_1_27
41431;2011_4;160.0;4.0;poste_04_4_1_4_1;143.79;26;poste_04_4_1_4_1_26
41433;2011_2;158.0;2.0;poste_04_4_1_4_1;143.32;25;poste_04_4_1_4_1_25
41435;2010_12;156.0;12.0;poste_04_4_1_4_1;142.55;24;poste_04_4_1_4_1_24
41436;2010_11;155.0;11.0;poste_04_4_1_4_1;140.71;23;poste_04_4_1_4_1_23
41493;2006_2;98.0;2.0;poste_04_4_1_4_1;121.56;22;poste_04_4_1_4_1_22
41496;2005_11;95.0;11.0;poste_04_4_1_4_1;119.0;21;poste_04_4_1_4_1_21
41498;2005_9;93.0;9.0;poste_04_4_1_4_1;118.9;20;poste_04_4_1_4_1_20
41500;2005_7;91.0;7.0;poste_04_4_1_4_1;118.5;19;poste_04_4_1_4_1_19
41502;2005_5;89.0;5.0;poste_04_4_1_4_1;117.3;18;poste_04_4_1_4_1_18
41504;2005_3;87.0;3.0;poste_04_4_1_4_1;116.9;17;poste_04_4_1_4_1_17
41551;2001_4;40.0;4.0;poste_04_4_1_4_1;104.4;16;poste_04_4_1_4_1_16
41552;2001_3;39.0;3.0;poste_04_4_1_4_1;104.3;15;poste_04_4_1_4_1_15
41553;2001_2;38.0;2.0;poste_04_4_1_4_1;104.3;14;poste_04_4_1_4_1_14
41555;2000_12;36.0;12.0;poste_04_4_1_4_1;103.8;13;poste_04_4_1_4_1_13
41557;2000_10;34.0;10.0;poste_04_4_1_4_1;103.8;12;poste_04_4_1_4_1_12
41558;2000_9;33.0;9.0;poste_04_4_1_4_1;103.8;11;poste_04_4_1_4_1_11
41560;2000_7;31.0;7.0;poste_04_4_1_4_1;103.6;10;poste_04_4_1_4_1_10
41561;2000_6;30.0;6.0;poste_04_4_1_4_1;103.5;9;poste_04_4_1_4_1_9
41636;2011_8;164.0;8.0;poste_04_5_1_1_1_a;112.21;28;poste_04_5_1_1_1_a_28
41638;2011_6;162.0;6.0;poste_04_5_1_1_1_a;109.11;27;poste_04_5_1_1_1_a_27
41640;2011_4;160.0;4.0;poste_04_5_1_1_1_a;109.11;26;poste_04_5_1_1_1_a_26
41642;2011_2;158.0;2.0;poste_04_5_1_1_1_a;109.11;25;poste_04_5_1_1_1_a_25
41644;2010_12;156.0;12.0;poste_04_5_1_1_1_a;105.77;24;poste_04_5_1_1_1_a_24
41645;2010_11;155.0;11.0;poste_04_5_1_1_1_a;105.77;23;poste_04_5_1_1_1_a_23
41702;2006_2;98.0;2.0;poste_04_5_1_1_1_a;96.21;22;poste_04_5_1_1_1_a_22
41705;2005_11;95.0;11.0;poste_04_5_1_1_1_a;96.2;21;poste_04_5_1_1_1_a_21
41707;2005_9;93.0;9.0;poste_04_5_1_1_1_a;96.2;20;poste_04_5_1_1_1_a_20
41709;2005_7;91.0;7.0;poste_04_5_1_1_1_a;96.2;19;poste_04_5_1_1_1_a_19
41711;2005_5;89.0;5.0;poste_04_5_1_1_1_a;96.2;18;poste_04_5_1_1_1_a_18
41713;2005_3;87.0;3.0;poste_04_5_1_1_1_a;96.2;17;poste_04_5_1_1_1_a_17
41760;2001_4;40.0;4.0;poste_04_5_1_1_1_a;92.9;16;poste_04_5_1_1_1_a_16
41761;2001_3;39.0;3.0;poste_04_5_1_1_1_a;92.9;15;poste_04_5_1_1_1_a_15
41762;2001_2;38.0;2.0;poste_04_5_1_1_1_a;92.9;14;poste_04_5_1_1_1_a_14
41764;2000_12;36.0;12.0;poste_04_5_1_1_1_a;92.9;13;poste_04_5_1_1_1_a_13
41766;2000_10;34.0;10.0;poste_04_5_1_1_1_a;92.9;12;poste_04_5_1_1_1_a_12
41767;2000_9;33.0;9.0;poste_04_5_1_1_1_a;92.9;11;poste_04_5_1_1_1_a_11
41769;2000_7;31.0;7.0;poste_04_5_1_1_1_a;92.9;10;poste_04_5_1_1_1_a_10
41770;2000_6;30.0;6.0;poste_04_5_1_1_1_a;92.9;9;poste_04_5_1_1_1_a_9
41845;2011_8;164.0;8.0;poste_04_5_1_1_1_b;112.21;28;poste_04_5_1_1_1_b_28
41847;2011_6;162.0;6.0;poste_04_5_1_1_1_b;109.11;27;poste_04_5_1_1_1_b_27
41849;2011_4;160.0;4.0;poste_04_5_1_1_1_b;109.11;26;poste_04_5_1_1_1_b_26
41851;2011_2;158.0;2.0;poste_04_5_1_1_1_b;109.11;25;poste_04_5_1_1_1_b_25
41853;2010_12;156.0;12.0;poste_04_5_1_1_1_b;105.77;24;poste_04_5_1_1_1_b_24
41854;2010_11;155.0;11.0;poste_04_5_1_1_1_b;105.77;23;poste_04_5_1_1_1_b_23
41911;2006_2;98.0;2.0;poste_04_5_1_1_1_b;96.21;22;poste_04_5_1_1_1_b_22
41914;2005_11;95.0;11.0;poste_04_5_1_1_1_b;96.2;21;poste_04_5_1_1_1_b_21
41916;2005_9;93.0;9.0;poste_04_5_1_1_1_b;96.2;20;poste_04_5_1_1_1_b_20
41918;2005_7;91.0;7.0;poste_04_5_1_1_1_b;96.2;19;poste_04_5_1_1_1_b_19
41920;2005_5;89.0;5.0;poste_04_5_1_1_1_b;96.2;18;poste_04_5_1_1_1_b_18
41922;2005_3;87.0;3.0;poste_04_5_1_1_1_b;96.2;17;poste_04_5_1_1_1_b_17
41969;2001_4;40.0;4.0;poste_04_5_1_1_1_b;92.9;16;poste_04_5_1_1_1_b_16
41970;2001_3;39.0;3.0;poste_04_5_1_1_1_b;92.9;15;poste_04_5_1_1_1_b_15
41971;2001_2;38.0;2.0;poste_04_5_1_1_1_b;92.9;14;poste_04_5_1_1_1_b_14
41973;2000_12;36.0;12.0;poste_04_5_1_1_1_b;92.9;13;poste_04_5_1_1_1_b_13
41975;2000_10;34.0;10.0;poste_04_5_1_1_1_b;92.9;12;poste_04_5_1_1_1_b_12
41976;2000_9;33.0;9.0;poste_04_5_1_1_1_b;92.9;11;poste_04_5_1_1_1_b_11
41978;2000_7;31.0;7.0;poste_04_5_1_1_1_b;92.9;10;poste_04_5_1_1_1_b_10
41979;2000_6;30.0;6.0;poste_04_5_1_1_1_b;92.9;9;poste_04_5_1_1_1_b_9
42054;2011_8;164.0;8.0;poste_04_5_2_1_1;190.16;28;poste_04_5_2_1_1_28
42056;2011_6;162.0;6.0;poste_04_5_2_1_1;190.09;27;poste_04_5_2_1_1_27
42058;2011_4;160.0;4.0;poste_04_5_2_1_1;190.15;26;poste_04_5_2_1_1_26
42060;2011_2;158.0;2.0;poste_04_5_2_1_1;181.4;25;poste_04_5_2_1_1_25
42062;2010_12;156.0;12.0;poste_04_5_2_1_1;180.17;24;poste_04_5_2_1_1_24
42063;2010_11;155.0;11.0;poste_04_5_2_1_1;179.88;23;poste_04_5_2_1_1_23
42120;2006_2;98.0;2.0;poste_04_5_2_1_1;136.63;22;poste_04_5_2_1_1_22
42123;2005_11;95.0;11.0;poste_04_5_2_1_1;135.9;21;poste_04_5_2_1_1_21
42125;2005_9;93.0;9.0;poste_04_5_2_1_1;129.7;20;poste_04_5_2_1_1_20
42127;2005_7;91.0;7.0;poste_04_5_2_1_1;126.6;19;poste_04_5_2_1_1_19
42129;2005_5;89.0;5.0;poste_04_5_2_1_1;123.0;18;poste_04_5_2_1_1_18
42131;2005_3;87.0;3.0;poste_04_5_2_1_1;123.0;17;poste_04_5_2_1_1_17
42178;2001_4;40.0;4.0;poste_04_5_2_1_1;113.2;16;poste_04_5_2_1_1_16
42179;2001_3;39.0;3.0;poste_04_5_2_1_1;113.6;15;poste_04_5_2_1_1_15
42180;2001_2;38.0;2.0;poste_04_5_2_1_1;114.2;14;poste_04_5_2_1_1_14
42182;2000_12;36.0;12.0;poste_04_5_2_1_1;114.4;13;poste_04_5_2_1_1_13
42184;2000_10;34.0;10.0;poste_04_5_2_1_1;104.1;12;poste_04_5_2_1_1_12
42185;2000_9;33.0;9.0;poste_04_5_2_1_1;103.1;11;poste_04_5_2_1_1_11
42187;2000_7;31.0;7.0;poste_04_5_2_1_1;101.8;10;poste_04_5_2_1_1_10
42188;2000_6;30.0;6.0;poste_04_5_2_1_1;101.4;9;poste_04_5_2_1_1_9
42263;2011_8;164.0;8.0;poste_04_5_2_2_1;190.16;28;poste_04_5_2_2_1_28
42265;2011_6;162.0;6.0;poste_04_5_2_2_1;190.09;27;poste_04_5_2_2_1_27
42267;2011_4;160.0;4.0;poste_04_5_2_2_1;190.15;26;poste_04_5_2_2_1_26
42269;2011_2;158.0;2.0;poste_04_5_2_2_1;181.4;25;poste_04_5_2_2_1_25
42271;2010_12;156.0;12.0;poste_04_5_2_2_1;180.17;24;poste_04_5_2_2_1_24
42272;2010_11;155.0;11.0;poste_04_5_2_2_1;179.88;23;poste_04_5_2_2_1_23
42329;2006_2;98.0;2.0;poste_04_5_2_2_1;136.63;22;poste_04_5_2_2_1_22
42332;2005_11;95.0;11.0;poste_04_5_2_2_1;135.9;21;poste_04_5_2_2_1_21
42334;2005_9;93.0;9.0;poste_04_5_2_2_1;129.7;20;poste_04_5_2_2_1_20
42336;2005_7;91.0;7.0;poste_04_5_2_2_1;126.6;19;poste_04_5_2_2_1_19
42338;2005_5;89.0;5.0;poste_04_5_2_2_1;123.0;18;poste_04_5_2_2_1_18
42340;2005_3;87.0;3.0;poste_04_5_2_2_1;123.0;17;poste_04_5_2_2_1_17
42387;2001_4;40.0;4.0;poste_04_5_2_2_1;113.2;16;poste_04_5_2_2_1_16
42388;2001_3;39.0;3.0;poste_04_5_2_2_1;113.6;15;poste_04_5_2_2_1_15
42389;2001_2;38.0;2.0;poste_04_5_2_2_1;114.2;14;poste_04_5_2_2_1_14
42391;2000_12;36.0;12.0;poste_04_5_2_2_1;114.4;13;poste_04_5_2_2_1_13
42393;2000_10;34.0;10.0;poste_04_5_2_2_1;104.1;12;poste_04_5_2_2_1_12
42394;2000_9;33.0;9.0;poste_04_5_2_2_1;103.1;11;poste_04_5_2_2_1_11
42396;2000_7;31.0;7.0;poste_04_5_2_2_1;101.8;10;poste_04_5_2_2_1_10
42397;2000_6;30.0;6.0;poste_04_5_2_2_1;101.4;9;poste_04_5_2_2_1_9
42472;2011_8;164.0;8.0;poste_04_5_3_1_1;294.49;28;poste_04_5_3_1_1_28
42474;2011_6;162.0;6.0;poste_04_5_3_1_1;295.99;27;poste_04_5_3_1_1_27
42476;2011_4;160.0;4.0;poste_04_5_3_1_1;313.49;26;poste_04_5_3_1_1_26
42478;2011_2;158.0;2.0;poste_04_5_3_1_1;293.85;25;poste_04_5_3_1_1_25
42480;2010_12;156.0;12.0;poste_04_5_3_1_1;270.28;24;poste_04_5_3_1_1_24
42481;2010_11;155.0;11.0;poste_04_5_3_1_1;255.62;23;poste_04_5_3_1_1_23
42538;2006_2;98.0;2.0;poste_04_5_3_1_1;220.42;22;poste_04_5_3_1_1_22
42541;2005_11;95.0;11.0;poste_04_5_3_1_1;217.9;21;poste_04_5_3_1_1_21
42543;2005_9;93.0;9.0;poste_04_5_3_1_1;230.7;20;poste_04_5_3_1_1_20
42545;2005_7;91.0;7.0;poste_04_5_3_1_1;207.6;19;poste_04_5_3_1_1_19
42547;2005_5;89.0;5.0;poste_04_5_3_1_1;181.1;18;poste_04_5_3_1_1_18
42549;2005_3;87.0;3.0;poste_04_5_3_1_1;190.1;17;poste_04_5_3_1_1_17
42596;2001_4;40.0;4.0;poste_04_5_3_1_1;135.5;16;poste_04_5_3_1_1_16
42597;2001_3;39.0;3.0;poste_04_5_3_1_1;133.2;15;poste_04_5_3_1_1_15
42598;2001_2;38.0;2.0;poste_04_5_3_1_1;135.9;14;poste_04_5_3_1_1_14
42600;2000_12;36.0;12.0;poste_04_5_3_1_1;158.6;13;poste_04_5_3_1_1_13
42602;2000_10;34.0;10.0;poste_04_5_3_1_1;169.8;12;poste_04_5_3_1_1_12
42603;2000_9;33.0;9.0;poste_04_5_3_1_1;184.1;11;poste_04_5_3_1_1_11
42605;2000_7;31.0;7.0;poste_04_5_3_1_1;150.1;10;poste_04_5_3_1_1_10
42606;2000_6;30.0;6.0;poste_04_5_3_1_1;146.2;9;poste_04_5_3_1_1_9
42681;2011_8;164.0;8.0;poste_04_5_4_1_1;136.06;28;poste_04_5_4_1_1_28
42683;2011_6;162.0;6.0;poste_04_5_4_1_1;135.86;27;poste_04_5_4_1_1_27
42685;2011_4;160.0;4.0;poste_04_5_4_1_1;135.36;26;poste_04_5_4_1_1_26
42687;2011_2;158.0;2.0;poste_04_5_4_1_1;134.05;25;poste_04_5_4_1_1_25
42689;2010_12;156.0;12.0;poste_04_5_4_1_1;133.47;24;poste_04_5_4_1_1_24
42690;2010_11;155.0;11.0;poste_04_5_4_1_1;133.67;23;poste_04_5_4_1_1_23
42747;2006_2;98.0;2.0;poste_04_5_4_1_1;119.41;22;poste_04_5_4_1_1_22
42750;2005_11;95.0;11.0;poste_04_5_4_1_1;118.2;21;poste_04_5_4_1_1_21
42752;2005_9;93.0;9.0;poste_04_5_4_1_1;116.5;20;poste_04_5_4_1_1_20
42754;2005_7;91.0;7.0;poste_04_5_4_1_1;115.9;19;poste_04_5_4_1_1_19
42756;2005_5;89.0;5.0;poste_04_5_4_1_1;115.4;18;poste_04_5_4_1_1_18
42758;2005_3;87.0;3.0;poste_04_5_4_1_1;115.7;17;poste_04_5_4_1_1_17
42805;2001_4;40.0;4.0;poste_04_5_4_1_1;105.5;16;poste_04_5_4_1_1_16
42806;2001_3;39.0;3.0;poste_04_5_4_1_1;105.6;15;poste_04_5_4_1_1_15
42807;2001_2;38.0;2.0;poste_04_5_4_1_1;105.3;14;poste_04_5_4_1_1_14
42809;2000_12;36.0;12.0;poste_04_5_4_1_1;104.7;13;poste_04_5_4_1_1_13
42811;2000_10;34.0;10.0;poste_04_5_4_1_1;103.6;12;poste_04_5_4_1_1_12
42812;2000_9;33.0;9.0;poste_04_5_4_1_1;102.7;11;poste_04_5_4_1_1_11
